titulo,genero,duracion,tono,anio,calificacion
the killing,"Crime, Drama, Film-Noir",corta,serio,1956,8.0
the night of the hunter,"Crime, Drama, Film-Noir",media,serio,1955,8.0
la strada,Drama,media,serio,1954,8.0
les diaboliques,"Crime, Drama, Horror",media,serio,1955,8.0
stalag 17,"Comedy, Drama, War",media,divertido,1953,8.0
roman holiday,"Comedy, Romance",media,divertido,1953,8.0
a streetcar named desire,Drama,larga,serio,1951,8.0
in a lonely place,"Drama, Film-Noir, Mystery",media,serio,1950,8.0
kind hearts and coronets,"Comedy, Crime",media,divertido,1949,8.0
rope,"Crime, Drama, Mystery",corta,serio,1948,8.0
out of the past,"Crime, Drama, Film-Noir",media,serio,1947,8.0
brief encounter,"Drama, Romance",corta,serio,1945,8.0
laura,"Drama, Film-Noir, Mystery",corta,serio,1944,8.0
the best years of our lives,"Drama, Romance, War",larga,serio,1946,8.0
arsenic and old lace,"Comedy, Crime, Thriller",media,divertido,1942,8.0
the maltese falcon,"Film-Noir, Mystery",media,neutral,1941,8.0
the grapes of wrath,"Drama, History",larga,serio,1940,8.0
the wizard of oz,"Adventure, Family, Fantasy",media,neutral,1939,8.0
la règle du jeu,"Comedy, Drama",media,divertido,1939,8.0
the thin man,"Comedy, Crime, Mystery",media,divertido,1934,8.0
all quiet on the western front,"Drama, War",larga,serio,1930,8.0
bronenosets potemkin,"Drama, History, Thriller",corta,serio,1925,8.0
knives out,"Comedy, Crime, Drama",larga,divertido,2019,7.9
dil bechara,"Comedy, Drama, Romance",media,divertido,2020,7.9
manbiki kazoku,"Crime, Drama",larga,serio,2018,7.9
marriage story,"Comedy, Drama, Romance",larga,divertido,2019,7.9
call me by your name,"Drama, Romance",larga,serio,2017,7.9
"i, daniel blake",Drama,media,serio,2016,7.9
isle of dogs,"Animation, Adventure, Comedy",media,divertido,2018,7.9
hunt for the wilderpeople,"Adventure, Comedy, Drama",media,divertido,2016,7.9
captain fantastic,"Comedy, Drama",media,divertido,2016,7.9
sing street,"Comedy, Drama, Music",media,divertido,2016,7.9
thor: ragnarok,"Action, Adventure, Comedy",larga,divertido,2017,7.9
nightcrawler,"Crime, Drama, Thriller",media,serio,2014,7.9
jojo rabbit,"Comedy, Drama, War",media,divertido,2019,7.9
arrival,"Drama, Sci-Fi",media,serio,2016,7.9
star wars: episode vii - the force awakens,"Action, Adventure, Sci-Fi",larga,emocionante,2015,7.9
before midnight,"Drama, Romance",media,serio,2013,7.9
x-men: days of future past,"Action, Adventure, Sci-Fi",larga,emocionante,2014,7.9
bir zamanlar anadolu'da,"Crime, Drama",larga,serio,2011,7.9
the artist,"Comedy, Drama, Romance",media,divertido,2011,7.9
edge of tomorrow,"Action, Adventure, Sci-Fi",media,emocionante,2014,7.9
amour,"Drama, Romance",larga,serio,2012,7.9
the irishman,"Biography, Crime, Drama",larga,serio,2019,7.9
un prophète,"Crime, Drama",larga,serio,2009,7.9
moon,"Drama, Mystery, Sci-Fi",media,serio,2009,7.9
låt den rätte komma in,"Crime, Drama, Fantasy",media,serio,2008,7.9
district 9,"Action, Sci-Fi, Thriller",media,emocionante,2009,7.9
the wrestler,"Drama, Sport",media,serio,2008,7.9
jab we met,"Comedy, Drama, Romance",larga,divertido,2007,7.9
boyhood,Drama,larga,serio,2014,7.9
"4 luni, 3 saptamâni si 2 zile",Drama,media,serio,2007,7.9
star trek,"Action, Adventure, Sci-Fi",larga,emocionante,2009,7.9
in bruges,"Comedy, Crime, Drama",media,divertido,2008,7.9
the man from earth,"Drama, Fantasy, Mystery",corta,serio,2007,7.9
letters from iwo jima,"Action, Adventure, Drama",larga,serio,2006,7.9
the fall,"Adventure, Drama, Fantasy",media,serio,2006,7.9
life of pi,"Adventure, Drama, Fantasy",larga,serio,2012,7.9
fantastic mr. fox,"Animation, Adventure, Comedy",corta,divertido,2009,7.9
c.r.a.z.y.,"Comedy, Drama",larga,divertido,2005,7.9
les choristes,"Drama, Music",media,serio,2004,7.9
iron man,"Action, Adventure, Sci-Fi",larga,emocionante,2008,7.9
shaun of the dead,"Comedy, Horror",media,divertido,2004,7.9
gegen die wand,"Drama, Romance",larga,serio,2004,7.9
mystic river,"Crime, Drama, Mystery",larga,serio,2003,7.9
harry potter and the prisoner of azkaban,"Adventure, Family, Fantasy",larga,neutral,2004,7.9
ying xiong,"Action, Adventure, History",media,emocionante,2002,7.9
hable con ella,"Drama, Mystery, Romance",media,serio,2002,7.9
no man's land,"Comedy, Drama, War",media,divertido,2001,7.9
cowboy bebop: tengoku no tobira,"Animation, Action, Crime",media,emocionante,2001,7.9
the bourne identity,"Action, Mystery, Thriller",media,emocionante,2002,7.9
nueve reinas,"Crime, Drama, Thriller",media,serio,2000,7.9
children of men,"Adventure, Drama, Sci-Fi",media,serio,2006,7.9
almost famous,"Adventure, Comedy, Drama",larga,divertido,2000,7.9
mulholland dr.,"Drama, Mystery, Thriller",larga,serio,2001,7.9
toy story 2,"Animation, Adventure, Comedy",media,divertido,1999,7.9
boogie nights,Drama,larga,serio,1997,7.9
mimi wo sumaseba,"Animation, Drama, Family",media,serio,1995,7.9
once were warriors,"Crime, Drama",media,serio,1994,7.9
true romance,"Crime, Drama, Romance",media,serio,1993,7.9
trois couleurs: bleu,"Drama, Music, Mystery",media,serio,1993,7.9
jûbê ninpûchô,"Animation, Action, Adventure",media,emocionante,1993,7.9
carlito's way,"Crime, Drama, Thriller",larga,serio,1993,7.9
edward scissorhands,"Drama, Fantasy, Romance",media,serio,1990,7.9
my left foot: the story of christy brown,"Biography, Drama",media,serio,1989,7.9
crimes and misdemeanors,"Comedy, Drama",media,divertido,1989,7.9
the untouchables,"Crime, Drama, Thriller",media,serio,1987,7.9
hannah and her sisters,"Comedy, Drama",media,divertido,1986,7.9
brazil,"Drama, Sci-Fi",larga,serio,1985,7.9
this is spinal tap,"Comedy, Music",corta,divertido,1984,7.9
a christmas story,"Comedy, Family",media,divertido,1983,7.9
the blues brothers,"Action, Adventure, Comedy",larga,divertido,1980,7.9
manhattan,"Comedy, Drama, Romance",media,divertido,1979,7.9
all that jazz,"Drama, Music, Musical",larga,serio,1979,7.9
dawn of the dead,"Action, Adventure, Horror",larga,emocionante,1978,7.9
all the president's men,"Biography, Drama, History",larga,serio,1976,7.9
la montaña sagrada,"Adventure, Drama, Fantasy",media,serio,1973,7.9
amarcord,"Comedy, Drama, Family",larga,divertido,1973,7.9
le charme discret de la bourgeoisie,Comedy,media,divertido,1972,7.9
"aguirre, der zorn gottes","Action, Adventure, Biography",media,emocionante,1972,7.9
harold and maude,"Comedy, Drama, Romance",media,divertido,1971,7.9
patton,"Biography, Drama, War",larga,serio,1970,7.9
the wild bunch,"Action, Adventure, Western",larga,emocionante,1969,7.9
night of the living dead,"Horror, Thriller",media,oscuro,1968,7.9
the lion in winter,"Biography, Drama, History",larga,serio,1968,7.9
in the heat of the night,"Crime, Drama, Mystery",media,serio,1967,7.9
charade,"Comedy, Mystery, Romance",media,divertido,1963,7.9
the manchurian candidate,"Drama, Thriller",larga,serio,1962,7.9
spartacus,"Adventure, Biography, Drama",larga,serio,1960,7.9
l'avventura,"Drama, Mystery",larga,serio,1960,7.9
hiroshima mon amour,"Drama, Romance",media,serio,1959,7.9
the ten commandments,"Adventure, Drama",larga,serio,1956,7.9
the searchers,"Adventure, Drama, Western",media,serio,1956,7.9
east of eden,Drama,media,serio,1955,7.9
high noon,"Drama, Thriller, Western",corta,serio,1952,7.9
strangers on a train,"Crime, Film-Noir, Thriller",media,neutral,1951,7.9
harvey,"Comedy, Drama, Fantasy",media,divertido,1950,7.9
miracle on 34th street,"Comedy, Drama, Family",media,divertido,1947,7.9
notorious,"Drama, Film-Noir, Romance",media,serio,1946,7.9
the big sleep,"Crime, Film-Noir, Mystery",media,neutral,1946,7.9
the lost weekend,"Drama, Film-Noir",media,serio,1945,7.9
the philadelphia story,"Comedy, Romance",media,divertido,1940,7.9
his girl friday,"Comedy, Drama, Romance",media,divertido,1940,7.9
the adventures of robin hood,"Action, Adventure, Romance",media,emocionante,1938,7.9
a night at the opera,"Comedy, Music, Musical",media,divertido,1935,7.9
king kong,"Adventure, Horror, Sci-Fi",media,oscuro,1933,7.9
freaks,"Drama, Horror",corta,serio,1932,7.9
nosferatu,"Fantasy, Horror",media,oscuro,1922,7.9
the gentlemen,"Action, Comedy, Crime",media,divertido,2019,7.8
raazi,"Action, Drama, Thriller",larga,serio,2018,7.8
sound of metal,"Drama, Music",media,serio,2019,7.8
forushande,Drama,larga,serio,2016,7.8
dunkirk,"Action, Drama, History",media,serio,2017,7.8
perfetti sconosciuti,"Comedy, Drama",media,divertido,2016,7.8
hidden figures,"Biography, Drama, History",larga,serio,2016,7.8
paddington 2,"Adventure, Comedy, Family",media,divertido,2017,7.8
udta punjab,"Action, Crime, Drama",larga,serio,2016,7.8
kubo and the two strings,"Animation, Action, Adventure",media,emocionante,2016,7.8
m.s. dhoni: the untold story,"Biography, Drama, Sport",larga,serio,2016,7.8
manchester by the sea,Drama,larga,serio,2016,7.8
under sandet,"Drama, History, War",media,serio,2015,7.8
rogue one,"Action, Adventure, Sci-Fi",larga,emocionante,2016,7.8
captain america: civil war,"Action, Adventure, Sci-Fi",larga,emocionante,2016,7.8
the hateful eight,"Crime, Drama, Mystery",larga,serio,2015,7.8
little women,"Drama, Romance",larga,serio,2019,7.8
loving vincent,"Animation, Biography, Crime",media,inspirador,2017,7.8
pride,"Biography, Comedy, Drama",media,divertido,2014,7.8
le passé,"Drama, Mystery",larga,serio,2013,7.8
la grande bellezza,Drama,larga,serio,2013,7.8
the lunchbox,"Drama, Romance",media,serio,2013,7.8
vicky donor,"Comedy, Romance",larga,divertido,2012,7.8
big hero 6,"Animation, Action, Adventure",media,emocionante,2014,7.8
about time,"Comedy, Drama, Fantasy",larga,divertido,2013,7.8
english vinglish,"Comedy, Drama, Family",larga,divertido,2012,7.8
kaze tachinu,"Animation, Biography, Drama",larga,serio,2013,7.8
toy story 4,"Animation, Adventure, Comedy",media,divertido,2019,7.8
la migliore offerta,"Crime, Drama, Mystery",larga,serio,2013,7.8
moonrise kingdom,"Comedy, Drama, Romance",media,divertido,2012,7.8
how to train your dragon 2,"Animation, Action, Adventure",media,emocionante,2014,7.8
the big short,"Biography, Comedy, Drama",larga,divertido,2015,7.8
kokuhaku,"Drama, Thriller",media,serio,2010,7.8
ang-ma-reul bo-at-da,"Action, Crime, Drama",larga,serio,2010,7.8
the girl with the dragon tattoo,"Crime, Drama, Mystery",larga,serio,2011,7.8
captain phillips,"Adventure, Biography, Crime",larga,inspirador,2013,7.8
ajeossi,"Action, Crime, Drama",media,serio,2010,7.8
straight outta compton,"Biography, Drama, History",larga,serio,2015,7.8
madeo,"Crime, Drama, Mystery",larga,serio,2009,7.8
chugyeokja,"Action, Crime, Thriller",larga,emocionante,2008,7.8
the hobbit: the desolation of smaug,"Adventure, Fantasy",larga,neutral,2013,7.8
das weiße band - eine deutsche kindergeschichte,"Drama, History, Mystery",larga,serio,2009,7.8
män som hatar kvinnor,"Crime, Drama, Mystery",larga,serio,2009,7.8
the trial of the chicago 7,"Drama, History, Thriller",larga,serio,2020,7.8
druk,"Comedy, Drama",media,divertido,2020,7.8
the fighter,"Biography, Drama, Sport",media,serio,2010,7.8
taken,"Action, Thriller",media,emocionante,2008,7.8
the boy in the striped pyjamas,"Drama, History, War",media,serio,2008,7.8
once,"Drama, Music, Romance",corta,serio,2007,7.8
the hobbit: an unexpected journey,"Adventure, Fantasy",larga,neutral,2012,7.8
auf der anderen seite,Drama,larga,serio,2007,7.8
atonement,"Drama, Mystery, Romance",larga,serio,2007,7.8
drive,"Crime, Drama",media,serio,2011,7.8
american gangster,"Biography, Crime, Drama",larga,serio,2007,7.8
avatar,"Action, Adventure, Fantasy",larga,emocionante,2009,7.8
mr. nobody,"Drama, Fantasy, Romance",larga,serio,2009,7.8
apocalypto,"Action, Adventure, Drama",larga,serio,2006,7.8
little miss sunshine,"Comedy, Drama",media,divertido,2006,7.8
hot fuzz,"Action, Comedy, Mystery",larga,divertido,2007,7.8
the curious case of benjamin button,"Drama, Fantasy, Romance",larga,serio,2008,7.8
veer-zaara,"Drama, Family, Musical",larga,serio,2004,7.8
adams æbler,"Comedy, Crime, Drama",media,divertido,2005,7.8
pride & prejudice,"Drama, Romance",larga,serio,2005,7.8
the world's fastest indian,"Biography, Drama, Sport",larga,serio,2005,7.8
tôkyô goddofâzâzu,"Animation, Adventure, Comedy",media,divertido,2003,7.8
serenity,"Action, Adventure, Sci-Fi",media,emocionante,2005,7.8
walk the line,"Biography, Drama, Music",larga,serio,2005,7.8
ondskan,Drama,media,serio,2003,7.8
the notebook,"Drama, Romance",larga,serio,2004,7.8
diarios de motocicleta,"Adventure, Biography, Drama",larga,serio,2004,7.8
lilja 4-ever,"Crime, Drama",media,serio,2002,7.8
les triplettes de belleville,"Animation, Comedy, Drama",corta,divertido,2003,7.8
gongdong gyeongbi guyeok jsa,"Action, Drama, Thriller",media,serio,2000,7.8
the count of monte cristo,"Action, Adventure, Drama",larga,serio,2002,7.8
waking life,"Animation, Drama, Fantasy",media,serio,2001,7.8
remember the titans,"Biography, Drama, Sport",media,serio,2000,7.8
wo hu cang long,"Action, Adventure, Fantasy",media,emocionante,2000,7.8
todo sobre mi madre,Drama,media,serio,1999,7.8
cast away,"Adventure, Drama, Romance",larga,serio,2000,7.8
the boondock saints,"Action, Crime, Thriller",media,emocionante,1999,7.8
the insider,"Biography, Drama, Thriller",larga,serio,1999,7.8
october sky,"Biography, Drama, Family",media,serio,1999,7.8
shrek,"Animation, Adventure, Comedy",media,divertido,2001,7.8
titanic,"Drama, Romance",larga,serio,1997,7.8
hana-bi,"Crime, Drama, Romance",media,serio,1997,7.8
gattaca,"Drama, Sci-Fi, Thriller",media,serio,1997,7.8
the game,"Action, Drama, Mystery",larga,serio,1997,7.8
breaking the waves,Drama,larga,serio,1996,7.8
ed wood,"Biography, Comedy, Drama",larga,divertido,1994,7.8
what's eating gilbert grape,Drama,media,serio,1993,7.8
tombstone,"Action, Biography, Drama",larga,serio,1993,7.8
the sandlot,"Comedy, Drama, Family",media,divertido,1993,7.8
the remains of the day,"Drama, Romance",larga,serio,1993,7.8
naked,"Comedy, Drama",larga,divertido,1993,7.8
the fugitive,"Action, Crime, Drama",larga,serio,1993,7.8
a bronx tale,"Crime, Drama, Romance",larga,serio,1993,7.8
batman: mask of the phantasm,"Animation, Action, Crime",corta,emocionante,1993,7.8
lat sau san taam,"Action, Crime, Thriller",larga,emocionante,1992,7.8
night on earth,"Comedy, Drama",larga,divertido,1991,7.8
la double vie de véronique,"Drama, Fantasy, Music",media,serio,1991,7.8
boyz n the hood,"Crime, Drama",media,serio,1991,7.8
misery,"Drama, Thriller",media,serio,1990,7.8
awakenings,"Biography, Drama",larga,serio,1990,7.8
majo no takkyûbin,"Animation, Adventure, Drama",media,serio,1989,7.8
glory,"Biography, Drama, History",larga,serio,1989,7.8
dip huet seung hung,"Action, Crime, Drama",media,serio,1989,7.8
back to the future part ii,"Adventure, Comedy, Sci-Fi",media,divertido,1989,7.8
mississippi burning,"Crime, Drama, History",larga,serio,1988,7.8
predator,"Action, Adventure, Sci-Fi",media,emocionante,1987,7.8
evil dead ii,"Action, Comedy, Fantasy",corta,divertido,1987,7.8
ferris bueller's day off,Comedy,media,divertido,1986,7.8
down by law,"Comedy, Crime, Drama",media,divertido,1986,7.8
the goonies,"Adventure, Comedy, Family",media,divertido,1985,7.8
the color purple,Drama,larga,serio,1985,7.8
the breakfast club,"Comedy, Drama",media,divertido,1985,7.8
the killing fields,"Biography, Drama, History",larga,serio,1984,7.8
ghostbusters,"Action, Comedy, Fantasy",media,divertido,1984,7.8
the right stuff,"Adventure, Biography, Drama",larga,serio,1983,7.8
the king of comedy,"Comedy, Crime, Drama",media,divertido,1982,7.8
e.t. the extra-terrestrial,"Family, Sci-Fi",media,neutral,1982,7.8
kramer vs. kramer,Drama,media,serio,1979,7.8
days of heaven,"Drama, Romance",media,serio,1978,7.8
the outlaw josey wales,Western,larga,neutral,1976,7.8
the man who would be king,"Adventure, History, War",larga,neutral,1975,7.8
the conversation,"Drama, Mystery, Thriller",media,serio,1974,7.8
la planète sauvage,"Animation, Sci-Fi",corta,neutral,1973,7.8
the day of the jackal,"Crime, Drama, Thriller",larga,serio,1973,7.8
badlands,"Action, Crime, Drama",media,serio,1973,7.8
cabaret,"Drama, Music, Musical",larga,serio,1972,7.8
willy wonka & the chocolate factory,"Family, Fantasy, Musical",media,neutral,1971,7.8
midnight cowboy,Drama,media,serio,1969,7.8
wait until dark,Thriller,media,neutral,1967,7.8
guess who's coming to dinner,"Comedy, Drama",media,divertido,1967,7.8
bonnie and clyde,"Action, Biography, Crime",media,emocionante,1967,7.8
my fair lady,"Drama, Family, Musical",larga,serio,1964,7.8
mary poppins,"Comedy, Family, Fantasy",larga,divertido,1964,7.8
the longest day,"Action, Drama, History",larga,serio,1962,7.8
jules et jim,"Drama, Romance",media,serio,1962,7.8
the innocents,Horror,media,oscuro,1961,7.8
à bout de souffle,"Crime, Drama",media,serio,1960,7.8
red river,"Action, Adventure, Drama",larga,serio,1948,7.8
key largo,"Action, Crime, Drama",media,serio,1948,7.8
to have and have not,"Adventure, Comedy, Film-Noir",media,divertido,1944,7.8
shadow of a doubt,"Film-Noir, Thriller",media,neutral,1943,7.8
stagecoach,"Adventure, Drama, Western",media,serio,1939,7.8
the lady vanishes,"Mystery, Thriller",media,neutral,1938,7.8
bringing up baby,"Comedy, Family, Romance",media,divertido,1938,7.8
bride of frankenstein,"Drama, Horror, Sci-Fi",corta,serio,1935,7.8
duck soup,"Comedy, Musical, War",corta,divertido,1933,7.8
scarface: the shame of the nation,"Action, Crime, Drama",media,serio,1932,7.8
frankenstein,"Drama, Horror, Sci-Fi",corta,serio,1931,7.8
roma,Drama,larga,serio,2018,7.7
god's own country,"Drama, Romance",media,serio,2017,7.7
deadpool 2,"Action, Adventure, Comedy",media,divertido,2018,7.7
wind river,"Crime, Drama, Mystery",media,serio,2017,7.7
get out,"Horror, Mystery, Thriller",media,oscuro,2017,7.7
mission: impossible - fallout,"Action, Adventure, Thriller",larga,emocionante,2018,7.7
en man som heter ove,"Comedy, Drama, Romance",media,divertido,2015,7.7
what we do in the shadows,"Comedy, Horror",corta,divertido,2014,7.7
omoide no mânî,"Animation, Drama, Family",media,serio,2014,7.7
the theory of everything,"Biography, Drama, Romance",larga,serio,2014,7.7
kingsman: the secret service,"Action, Adventure, Comedy",larga,divertido,2014,7.7
the fault in our stars,"Drama, Romance",larga,serio,2014,7.7
me and earl and the dying girl,"Comedy, Drama",media,divertido,2015,7.7
birdman or (the unexpected virtue of ignorance),"Comedy, Drama",media,divertido,2014,7.7
la vie d'adèle,"Drama, Romance",larga,serio,2013,7.7
kai po che!,"Drama, Sport",larga,serio,2013,7.7
the broken circle breakdown,"Drama, Music, Romance",media,serio,2012,7.7
captain america: the winter soldier,"Action, Adventure, Sci-Fi",larga,emocionante,2014,7.7
